OrderID,OrderDate,SalesPersonID,AreaID,ProductID,Quantity,UnitPrice,SalesAmount
O942,1/4/2019,S012,A002,P006,5,120.00,600.00
O943,1/5/2019,S013,A003,P007,12,234.51,2814.12
O944,1/5/2019,S014,A004,P008,12,234.20,2810.40
O945,1/5/2019,S015,A005,P009,11,634.00,6974.00
O946,1/5/2019,S001,A006,P010,1,521.00,521.00
O947,1/5/2019,S002,A007,P011,3,533.00,1599.00
O948,1/6/2019,S003,A008,P012,11,51.00,561.00
O949,1/8/2019,S004,A009,P001,12,100.00,1200.00
O950,1/9/2019,S005,A010,P002,9,200.00,1800.00
O951,1/10/2019,S006,A001,P003,6,250.00,1500.00
O952,1/11/2019,S007,A002,P004,8,310.45,2483.60
O953,1/12/2019,S008,A003,P005,3,53.00,159.00
O954,1/13/2019,S009,A004,P006,10,120.00,1200.00
O955,1/13/2019,S010,A005,P007,3,234.51,703.53
O956,1/13/2019,S011,A006,P008,7,234.20,1639.40
O957,1/14/2019,S012,A007,P009,2,634.00,1268.00
O958,1/14/2019,S013,A008,P010,10,521.00,5210.00
O959,1/14/2019,S014,A009,P011,7,533.00,3731.00
O960,1/15/2019,S015,A010,P012,3,51.00,153.00
O961,1/15/2019,S001,A001,P001,8,100.00,800.00
O962,1/15/2019,S002,A002,P002,4,200.00,800.00
O963,1/15/2019,S003,A003,P003,3,250.00,750.00
O964,1/15/2019,S004,A004,P004,8,310.45,2483.60
O965,1/16/2019,S005,A005,P005,3,53.00,159.00
O966,1/16/2019,S006,A006,P006,10,120.00,1200.00
O967,1/16/2019,S007,A007,P007,9,234.51,2110.59
O968,1/16/2019,S008,A008,P008,1,234.20,234.20
O969,1/16/2019,S009,A009,P009,9,634.00,5706.00
O970,1/16/2019,S010,A010,P010,2,521.00,1042.00
O971,1/17/2019,S011,A001,P011,8,533.00,4264.00
O972,1/17/2019,S012,A002,P012,4,51.00,204.00
O973,1/18/2019,S013,A003,P001,8,100.00,800.00
O974,1/18/2019,S014,A004,P002,3,200.00,600.00
O975,1/18/2019,S015,A005,P003,4,250.00,1000.00
O976,1/18/2019,S001,A006,P004,3,310.45,931.35
O977,1/19/2019,S002,A007,P005,1,53.00,53.00
O978,1/20/2019,S003,A008,P006,9,120.00,1080.00
O979,1/21/2019,S004,A009,P007,12,234.51,2814.12
O980,1/21/2019,S005,A010,P008,12,234.20,2810.40
O981,1/21/2019,S006,A001,P009,5,634.00,3170.00
O982,1/22/2019,S007,A002,P010,4,521.00,2084.00
O983,1/22/2019,S008,A003,P011,7,533.00,3731.00
O984,1/22/2019,S009,A004,P012,7,51.00,357.00
O985,1/22/2019,S010,A005,P001,7,100.00,700.00
O986,1/23/2019,S011,A006,P002,1,200.00,200.00
O987,1/23/2019,S012,A007,P003,10,250.00,2500.00
O988,1/23/2019,S013,A008,P004,12,310.45,3725.40
O989,1/23/2019,S014,A009,P005,9,53.00,477.00
O990,1/23/2019,S015,A010,P006,12,120.00,1440.00
O991,1/23/2019,S001,A001,P007,6,234.51,1407.06
O992,1/23/2019,S002,A002,P008,1,234.20,234.20
O993,1/23/2019,S003,A003,P009,8,634.00,5072.00
O994,1/24/2019,S004,A004,P010,7,521.00,3647.00
O995,1/24/2019,S005,A005,P011,5,533.00,2665.00
O996,1/24/2019,S006,A006,P012,4,51.00,204.00
O997,1/25/2019,S007,A007,P001,8,100.00,800.00
O998,1/25/2019,S008,A008,P002,7,200.00,1400.00
O999,1/25/2019,S009,A009,P003,1,250.00,250.00
O1000,1/25/2019,S010,A010,P004,6,310.45,1862.70
O1001,1/26/2019,S011,A001,P005,1,53.00,53.00
O1002,1/26/2019,S012,A002,P006,9,120.00,1080.00
O1003,1/26/2019,S013,A003,P007,3,234.51,703.53
O1004,1/26/2019,S014,A004,P008,9,234.20,2107.80
O1005,1/26/2019,S015,A005,P009,2,634.00,1268.00
O1006,1/27/2019,S001,A006,P010,3,521.00,1563.00
O1007,1/28/2019,S002,A007,P011,6,533.00,3198.00
O1008,1/28/2019,S003,A008,P012,4,51.00,204.00
O1009,1/29/2019,S004,A009,P001,4,100.00,400.00
O1010,1/29/2019,S005,A010,P002,3,200.00,600.00
O1011,1/29/2019,S006,A001,P003,6,250.00,1500.00
O1012,1/29/2019,S007,A002,P004,12,310.45,3725.40
O1013,1/29/2019,S008,A003,P005,11,53.00,583.00
O1014,1/31/2019,S009,A004,P006,9,120.00,1080.00
O1015,1/31/2019,S010,A005,P007,11,234.51,2579.61
O1016,2/1/2019,S011,A006,P008,4,234.20,936.80
O1017,2/2/2019,S012,A007,P009,8,634.00,5072.00
O1018,2/2/2019,S013,A008,P010,2,521.00,1042.00
O1019,2/2/2019,S014,A009,P011,5,533.00,2665.00
O1020,2/2/2019,S015,A010,P012,1,51.00,51.00
O1021,2/2/2019,S001,A001,P001,3,100.00,300.00
O1022,2/3/2019,S002,A002,P002,11,200.00,2200.00
O1023,2/4/2019,S003,A003,P003,5,250.00,1250.00
O1024,2/4/2019,S004,A004,P004,10,310.45,3104.50
O1025,2/4/2019,S005,A005,P005,5,53.00,265.00
O1026,2/4/2019,S006,A006,P006,2,120.00,240.00
O1027,2/4/2019,S007,A007,P007,4,234.51,938.04
O1028,2/5/2019,S008,A008,P008,6,234.20,1405.20
O1029,2/5/2019,S009,A009,P009,4,634.00,2536.00
O1030,2/5/2019,S010,A010,P010,12,521.00,6252.00
O1031,2/6/2019,S011,A001,P011,2,533.00,1066.00
O1032,2/6/2019,S012,A002,P012,6,51.00,306.00
O1033,2/6/2019,S013,A003,P001,9,100.00,900.00
O1034,2/7/2019,S014,A004,P002,1,200.00,200.00
O1035,2/7/2019,S015,A005,P003,6,250.00,1500.00
O1036,2/8/2019,S001,A006,P004,7,310.45,2173.15
O1037,2/8/2019,S002,A007,P005,3,53.00,159.00
O1038,2/9/2019,S003,A008,P006,12,120.00,1440.00
O1039,2/9/2019,S004,A009,P007,2,234.51,469.02
O1040,2/10/2019,S005,A010,P008,10,234.20,2342.00
O1041,2/10/2019,S006,A001,P009,1,634.00,634.00
O1042,2/12/2019,S007,A002,P010,4,521.00,2084.00
O1043,2/12/2019,S008,A003,P011,7,533.00,3731.00
O1044,2/12/2019,S009,A004,P012,1,51.00,51.00
O1045,2/12/2019,S010,A005,P001,10,100.00,1000.00
O1046,2/13/2019,S011,A006,P002,6,200.00,1200.00
O1047,2/13/2019,S012,A007,P003,1,250.00,250.00
O1048,2/13/2019,S013,A008,P004,5,310.45,1552.25
O1049,2/13/2019,S014,A009,P005,8,53.00,424.00
O1050,2/14/2019,S015,A010,P006,5,120.00,600.00
O1051,2/14/2019,S001,A001,P007,8,234.51,1876.08
O1052,2/14/2019,S002,A002,P008,9,234.20,2107.80
O1053,2/15/2019,S003,A003,P009,12,634.00,7608.00
O1054,2/15/2019,S004,A004,P010,5,521.00,2605.00
O1055,2/15/2019,S005,A005,P011,5,533.00,2665.00
O1056,2/16/2019,S006,A006,P012,7,51.00,357.00
O1057,2/16/2019,S007,A007,P001,3,100.00,300.00
O1058,2/17/2019,S008,A008,P002,1,200.00,200.00
O1059,2/18/2019,S009,A009,P003,10,250.00,2500.00
O1060,2/18/2019,S010,A010,P004,3,310.45,931.35
O1061,2/18/2019,S011,A001,P005,1,53.00,53.00
O1062,2/18/2019,S012,A002,P006,12,120.00,1440.00
O1063,2/19/2019,S013,A003,P007,6,234.51,1407.06
O1064,2/19/2019,S014,A004,P008,10,234.20,2342.00
O1065,2/21/2019,S015,A005,P009,3,634.00,1902.00
O1066,2/21/2019,S001,A006,P010,11,521.00,5731.00
O1067,2/21/2019,S002,A007,P011,4,533.00,2132.00
O1068,2/22/2019,S003,A008,P012,10,51.00,510.00
O1069,2/22/2019,S004,A009,P001,12,100.00,1200.00
O1070,2/22/2019,S005,A010,P002,3,200.00,600.00
O1071,2/23/2019,S006,A001,P003,10,250.00,2500.00
O1072,2/23/2019,S007,A002,P004,10,310.45,3104.50
O1073,2/24/2019,S008,A003,P005,2,53.00,106.00
O1074,2/24/2019,S009,A004,P006,8,120.00,960.00
O1075,2/24/2019,S010,A005,P007,7,234.51,1641.57
O1076,2/24/2019,S011,A006,P008,11,234.20,2576.20
O1077,2/25/2019,S012,A007,P009,9,634.00,5706.00
O1078,2/25/2019,S013,A008,P010,4,521.00,2084.00
O1079,2/25/2019,S014,A009,P011,6,533.00,3198.00
O1080,2/25/2019,S015,A010,P012,5,51.00,255.00
O1081,2/25/2019,S001,A001,P001,2,100.00,200.00
O1082,2/25/2019,S002,A002,P002,5,200.00,1000.00
O1083,2/26/2019,S003,A003,P003,6,250.00,1500.00
O1084,2/27/2019,S004,A004,P004,4,310.45,1241.80
O1085,2/27/2019,S005,A005,P005,2,53.00,106.00
O1086,2/28/2019,S006,A006,P006,2,120.00,240.00
O1087,2/28/2019,S007,A007,P007,7,234.51,1641.57
O1088,2/28/2019,S008,A008,P008,12,234.20,2810.40
O1089,2/28/2019,S009,A009,P009,3,634.00,1902.00
O1090,2/28/2019,S010,A010,P010,12,521.00,6252.00
O1091,3/1/2019,S011,A001,P011,3,533.00,1599.00
O1092,3/1/2019,S012,A002,P012,10,51.00,510.00
O1093,3/1/2019,S013,A003,P001,4,100.00,400.00
O1094,3/1/2019,S014,A004,P002,9,200.00,1800.00
O1095,3/2/2019,S015,A005,P003,2,250.00,500.00
O1096,3/2/2019,S001,A006,P004,6,310.45,1862.70
O1097,3/2/2019,S002,A007,P005,8,53.00,424.00
O1098,3/3/2019,S003,A008,P006,7,120.00,840.00
O1099,3/3/2019,S004,A009,P007,7,234.51,1641.57
O1100,3/3/2019,S005,A010,P008,7,234.20,1639.40
O1101,3/4/2019,S006,A001,P009,8,634.00,5072.00
O1102,3/5/2019,S007,A002,P010,9,521.00,4689.00
O1103,3/6/2019,S008,A003,P011,12,533.00,6396.00
O1104,3/6/2019,S009,A004,P012,9,51.00,459.00
O1105,3/7/2019,S010,A005,P001,8,100.00,800.00
O1106,3/7/2019,S011,A006,P002,7,200.00,1400.00
O1107,3/7/2019,S012,A007,P003,5,250.00,1250.00
O1108,3/8/2019,S013,A008,P004,4,310.45,1241.80
O1109,3/8/2019,S014,A009,P005,8,53.00,424.00
O1110,3/8/2019,S015,A010,P006,8,120.00,960.00
O1111,3/8/2019,S001,A001,P007,9,234.51,2110.59
O1112,3/8/2019,S002,A002,P008,12,234.20,2810.40
O1113,3/9/2019,S003,A003,P009,6,634.00,3804.00
O1114,3/9/2019,S004,A004,P010,7,521.00,3647.00
O1115,3/10/2019,S005,A005,P011,9,533.00,4797.00
O1116,3/10/2019,S006,A006,P012,8,51.00,408.00
O1117,3/10/2019,S007,A007,P001,1,100.00,100.00
O1118,3/11/2019,S008,A008,P002,6,200.00,1200.00
O1119,3/11/2019,S009,A009,P003,1,250.00,250.00
O1120,3/11/2019,S010,A010,P004,10,310.45,3104.50
O1121,3/11/2019,S011,A001,P005,5,53.00,265.00
O1122,3/11/2019,S012,A002,P006,2,120.00,240.00
O1123,3/11/2019,S013,A003,P007,10,234.51,2345.10
O1124,3/12/2019,S014,A004,P008,6,234.20,1405.20
O1125,3/12/2019,S015,A005,P009,4,634.00,2536.00
O1126,3/13/2019,S001,A006,P010,11,521.00,5731.00
O1127,3/13/2019,S002,A007,P011,5,533.00,2665.00
O1128,3/14/2019,S003,A008,P012,8,51.00,408.00
O1129,3/15/2019,S004,A009,P001,5,100.00,500.00
O1130,3/15/2019,S005,A010,P002,8,200.00,1600.00
O1131,3/16/2019,S006,A001,P003,1,250.00,250.00
O1132,3/16/2019,S007,A002,P004,11,310.45,3414.95
O1133,3/16/2019,S008,A003,P005,2,53.00,106.00
O1134,3/17/2019,S009,A004,P006,2,120.00,240.00
O1135,3/17/2019,S010,A005,P007,8,234.51,1876.08
O1136,3/17/2019,S011,A006,P008,11,234.20,2576.20
O1137,3/17/2019,S012,A007,P009,10,634.00,6340.00
O1138,3/17/2019,S013,A008,P010,3,521.00,1563.00
O1139,3/18/2019,S014,A009,P011,4,533.00,2132.00
O1140,3/18/2019,S015,A010,P012,6,51.00,306.00
O1141,3/18/2019,S001,A001,P001,9,100.00,900.00
O1142,3/18/2019,S002,A002,P002,8,200.00,1600.00
O1143,3/20/2019,S003,A003,P003,4,250.00,1000.00
O1144,3/20/2019,S004,A004,P004,8,310.45,2483.60
O1145,3/21/2019,S005,A005,P005,5,53.00,265.00
O1146,3/21/2019,S006,A006,P006,10,120.00,1200.00
O1147,3/22/2019,S007,A007,P007,6,234.51,1407.06
O1148,3/22/2019,S008,A008,P008,9,234.20,2107.80
O1149,3/23/2019,S009,A009,P009,2,634.00,1268.00
O1150,3/24/2019,S010,A010,P010,7,521.00,3647.00
O1151,3/24/2019,S011,A001,P011,8,533.00,4264.00
O1152,3/24/2019,S012,A002,P012,9,51.00,459.00
O1153,3/25/2019,S013,A003,P001,9,100.00,900.00
O1154,3/25/2019,S014,A004,P002,2,200.00,400.00
O1155,3/25/2019,S015,A005,P003,1,250.00,250.00
O1156,3/27/2019,S001,A006,P004,8,310.45,2483.60
O1157,3/27/2019,S002,A007,P005,9,53.00,477.00
O1158,3/27/2019,S003,A008,P006,7,120.00,840.00
O1159,3/28/2019,S004,A009,P007,9,234.51,2110.59
O1160,3/28/2019,S005,A010,P008,11,234.20,2576.20
O1161,3/28/2019,S006,A001,P009,3,634.00,1902.00
O1162,3/29/2019,S007,A002,P010,10,521.00,5210.00
O1163,3/29/2019,S008,A003,P011,1,533.00,533.00
O1164,3/30/2019,S009,A004,P012,11,51.00,561.00
O1165,3/30/2019,S010,A005,P001,12,100.00,1200.00
O1166,3/31/2019,S011,A006,P002,4,200.00,800.00
O1167,3/31/2019,S012,A007,P003,9,250.00,2250.00
O1168,3/31/2019,S013,A008,P004,8,310.45,2483.60
O1169,3/31/2019,S014,A009,P005,3,53.00,159.00
O1170,3/31/2019,S015,A010,P006,11,120.00,1320.00
O1171,4/1/2019,S001,A001,P007,11,234.51,2579.61
O1172,4/1/2019,S002,A002,P008,12,234.20,2810.40
O1173,4/2/2019,S003,A003,P009,4,634.00,2536.00
O1174,4/2/2019,S004,A004,P010,5,521.00,2605.00
O1175,4/2/2019,S005,A005,P011,11,533.00,5863.00
O1176,4/3/2019,S006,A006,P012,2,51.00,102.00
O1177,4/4/2019,S007,A007,P001,7,100.00,700.00
O1178,4/4/2019,S008,A008,P002,2,200.00,400.00
O1179,4/5/2019,S009,A009,P003,4,250.00,1000.00
O1180,4/5/2019,S010,A010,P004,3,310.45,931.35
O1181,4/6/2019,S011,A001,P005,8,53.00,424.00
O1182,4/6/2019,S012,A002,P006,10,120.00,1200.00
O1183,4/7/2019,S013,A003,P007,5,234.51,1172.55
O1184,4/7/2019,S014,A004,P008,1,234.20,234.20
O1185,4/8/2019,S015,A005,P009,12,634.00,7608.00
O1186,4/9/2019,S001,A006,P010,6,521.00,3126.00
O1187,4/9/2019,S002,A007,P011,6,533.00,3198.00
O1188,4/10/2019,S003,A008,P012,6,51.00,306.00
O1189,4/11/2019,S004,A009,P001,3,100.00,300.00
O1190,4/11/2019,S005,A010,P002,4,200.00,800.00
O1191,4/11/2019,S006,A001,P003,11,250.00,2750.00
O1192,4/11/2019,S007,A002,P004,12,310.45,3725.40
O1193,4/12/2019,S008,A003,P005,2,53.00,106.00
O1194,4/13/2019,S009,A004,P006,2,120.00,240.00
O1195,4/14/2019,S010,A005,P007,5,234.51,1172.55
O1196,4/14/2019,S011,A006,P008,4,234.20,936.80
O1197,4/14/2019,S012,A007,P009,8,634.00,5072.00
O1198,4/15/2019,S013,A008,P010,4,521.00,2084.00
O1199,4/15/2019,S014,A009,P011,4,533.00,2132.00
O1200,4/15/2019,S015,A010,P012,3,51.00,153.00
O1201,4/15/2019,S001,A001,P001,5,100.00,500.00
O1202,4/16/2019,S002,A002,P002,10,200.00,2000.00
O1203,4/16/2019,S003,A003,P003,2,250.00,500.00
O1204,4/17/2019,S004,A004,P004,8,310.45,2483.60
O1205,4/17/2019,S005,A005,P005,8,53.00,424.00
O1206,4/18/2019,S006,A006,P006,6,120.00,720.00
O1207,4/18/2019,S007,A007,P007,2,234.51,469.02
O1208,4/19/2019,S008,A008,P008,7,234.20,1639.40
O1209,4/19/2019,S009,A009,P009,1,634.00,634.00
O1210,4/19/2019,S010,A010,P010,6,521.00,3126.00
O1211,4/20/2019,S011,A001,P011,7,533.00,3731.00
O1212,4/20/2019,S012,A002,P012,4,51.00,204.00
O1213,4/21/2019,S013,A003,P001,10,100.00,1000.00
O1214,4/22/2019,S014,A004,P002,1,200.00,200.00
O1215,4/23/2019,S015,A005,P003,7,250.00,1750.00
O1216,4/23/2019,S001,A006,P004,10,310.45,3104.50
O1217,4/23/2019,S002,A007,P005,11,53.00,583.00
O1218,4/24/2019,S003,A008,P006,2,120.00,240.00
O1219,4/24/2019,S004,A009,P007,12,234.51,2814.12
O1220,4/24/2019,S005,A010,P008,1,234.20,234.20
O1221,4/25/2019,S006,A001,P009,12,634.00,7608.00
O1222,4/25/2019,S007,A002,P010,7,521.00,3647.00
O1223,4/25/2019,S008,A003,P011,12,533.00,6396.00
O1224,4/25/2019,S009,A004,P012,5,51.00,255.00
O1225,4/26/2019,S010,A005,P001,9,100.00,900.00
O1226,4/26/2019,S011,A006,P002,2,200.00,400.00
O1227,4/26/2019,S012,A007,P003,9,250.00,2250.00
O1228,4/28/2019,S013,A008,P004,12,310.45,3725.40
O1229,4/28/2019,S014,A009,P005,4,53.00,212.00
O1230,4/28/2019,S015,A010,P006,7,120.00,840.00
O1231,4/30/2019,S001,A001,P007,8,234.51,1876.08
O1232,4/30/2019,S002,A002,P008,4,234.20,936.80
O1233,4/30/2019,S003,A003,P009,9,634.00,5706.00
O1234,5/1/2019,S004,A004,P010,7,521.00,3647.00
O1235,5/1/2019,S005,A005,P011,12,533.00,6396.00
O1236,5/2/2019,S006,A006,P012,11,51.00,561.00
O1237,5/2/2019,S007,A007,P001,2,100.00,200.00
O1238,5/2/2019,S008,A008,P002,1,200.00,200.00
O1239,5/3/2019,S009,A009,P003,4,250.00,1000.00
O1240,5/3/2019,S010,A010,P004,12,310.45,3725.40
O1241,5/3/2019,S011,A001,P005,1,53.00,53.00
O1242,5/3/2019,S012,A002,P006,6,120.00,720.00
O1243,5/3/2019,S013,A003,P007,2,234.51,469.02
O1244,5/3/2019,S014,A004,P008,11,234.20,2576.20
O1245,5/4/2019,S015,A005,P009,7,634.00,4438.00
O1246,5/4/2019,S001,A006,P010,8,521.00,4168.00
O1247,5/5/2019,S002,A007,P011,2,533.00,1066.00
O1248,5/5/2019,S003,A008,P012,1,51.00,51.00
O1249,5/5/2019,S004,A009,P001,9,100.00,900.00
O1250,5/5/2019,S005,A010,P002,12,200.00,2400.00
O1251,5/5/2019,S006,A001,P003,6,250.00,1500.00
O1252,5/5/2019,S007,A002,P004,3,310.45,931.35
O1253,5/5/2019,S008,A003,P005,12,53.00,636.00
O1254,5/5/2019,S009,A004,P006,4,120.00,480.00
O1255,5/6/2019,S010,A005,P007,7,234.51,1641.57
O1256,5/6/2019,S011,A006,P008,2,234.20,468.40
O1257,5/6/2019,S012,A007,P009,6,634.00,3804.00
O1258,5/6/2019,S013,A008,P010,12,521.00,6252.00
O1259,5/7/2019,S014,A009,P011,10,533.00,5330.00
O1260,5/7/2019,S015,A010,P012,7,51.00,357.00
O1261,5/7/2019,S001,A001,P001,1,100.00,100.00
O1262,5/7/2019,S002,A002,P002,12,200.00,2400.00
O1263,5/8/2019,S003,A003,P003,2,250.00,500.00
O1264,5/8/2019,S004,A004,P004,11,310.45,3414.95
O1265,5/8/2019,S005,A005,P005,4,53.00,212.00
O1266,5/9/2019,S006,A006,P006,12,120.00,1440.00
O1267,5/9/2019,S007,A007,P007,2,234.51,469.02
O1268,5/10/2019,S008,A008,P008,4,234.20,936.80
O1269,5/10/2019,S009,A009,P009,6,634.00,3804.00
O1270,5/11/2019,S010,A010,P010,3,521.00,1563.00
O1271,5/11/2019,S011,A001,P011,10,533.00,5330.00
O1272,5/11/2019,S012,A002,P012,1,51.00,51.00
O1273,5/12/2019,S013,A003,P001,11,100.00,1100.00
O1274,5/12/2019,S014,A004,P002,5,200.00,1000.00
O1275,5/12/2019,S015,A005,P003,6,250.00,1500.00
O1276,5/13/2019,S001,A006,P004,10,310.45,3104.50
O1277,5/13/2019,S002,A007,P005,5,53.00,265.00
O1278,5/13/2019,S003,A008,P006,10,120.00,1200.00
O1279,5/13/2019,S004,A009,P007,1,234.51,234.51
O1280,5/14/2019,S005,A010,P008,3,234.20,702.60
O1281,5/14/2019,S006,A001,P009,4,634.00,2536.00
O1282,5/16/2019,S007,A002,P010,1,521.00,521.00
O1283,5/16/2019,S008,A003,P011,6,533.00,3198.00
O1284,5/16/2019,S009,A004,P012,1,51.00,51.00
O1285,5/17/2019,S010,A005,P001,6,100.00,600.00
O1286,5/18/2019,S011,A006,P002,8,200.00,1600.00
O1287,5/18/2019,S012,A007,P003,2,250.00,500.00
O1288,5/18/2019,S013,A008,P004,6,310.45,1862.70
O1289,5/19/2019,S014,A009,P005,8,53.00,424.00
O1290,5/19/2019,S015,A010,P006,2,120.00,240.00
O1291,5/19/2019,S001,A001,P007,9,234.51,2110.59
O1292,5/19/2019,S002,A002,P008,7,234.20,1639.40
O1293,5/19/2019,S003,A003,P009,7,634.00,4438.00
O1294,5/20/2019,S004,A004,P010,3,521.00,1563.00
O1295,5/20/2019,S005,A005,P011,11,533.00,5863.00
O1296,5/21/2019,S006,A006,P012,5,51.00,255.00
O1297,5/21/2019,S007,A007,P001,5,100.00,500.00
O1298,5/22/2019,S008,A008,P002,4,200.00,800.00
O1299,5/22/2019,S009,A009,P003,1,250.00,250.00
O1300,5/22/2019,S010,A010,P004,11,310.45,3414.95
O1301,5/22/2019,S011,A001,P005,5,53.00,265.00
O1302,5/22/2019,S012,A002,P006,8,120.00,960.00
O1303,5/22/2019,S013,A003,P007,7,234.51,1641.57
O1304,5/23/2019,S014,A004,P008,1,234.20,234.20
O1305,5/23/2019,S015,A005,P009,5,634.00,3170.00
O1306,5/23/2019,S001,A006,P010,8,521.00,4168.00
O1307,5/24/2019,S002,A007,P011,9,533.00,4797.00
O1308,5/24/2019,S003,A008,P012,4,51.00,204.00
O1309,5/25/2019,S004,A009,P001,5,100.00,500.00
O1310,5/25/2019,S005,A010,P002,3,200.00,600.00
O1311,5/26/2019,S006,A001,P003,5,250.00,1250.00
O1312,5/26/2019,S007,A002,P004,12,310.45,3725.40
O1313,5/27/2019,S008,A003,P005,3,53.00,159.00
O1314,5/27/2019,S009,A004,P006,5,120.00,600.00
O1315,5/28/2019,S010,A005,P007,6,234.51,1407.06
O1316,5/28/2019,S011,A006,P008,12,234.20,2810.40
O1317,5/28/2019,S012,A007,P009,9,634.00,5706.00
O1318,5/28/2019,S013,A008,P010,5,521.00,2605.00
O1319,5/28/2019,S014,A009,P011,1,533.00,533.00
O1320,5/28/2019,S015,A010,P012,9,51.00,459.00
O1321,5/29/2019,S001,A001,P001,12,100.00,1200.00
O1322,5/29/2019,S002,A002,P002,6,200.00,1200.00
O1323,5/29/2019,S003,A003,P003,9,250.00,2250.00
O1324,5/31/2019,S004,A004,P004,12,310.45,3725.40
O1325,6/1/2019,S005,A005,P005,7,53.00,371.00
O1326,6/1/2019,S006,A006,P006,1,120.00,120.00
O1327,6/1/2019,S007,A007,P007,1,234.51,234.51
O1328,6/1/2019,S008,A008,P008,5,234.20,1171.00
O1329,6/1/2019,S009,A009,P009,2,634.00,1268.00
O1330,6/2/2019,S010,A010,P010,12,521.00,6252.00
O1331,6/2/2019,S011,A001,P011,7,533.00,3731.00
O1332,6/3/2019,S012,A002,P012,11,51.00,561.00
O1333,6/3/2019,S013,A003,P001,2,100.00,200.00
O1334,6/3/2019,S014,A004,P002,12,200.00,2400.00
O1335,6/5/2019,S015,A005,P003,1,250.00,250.00
O1336,6/5/2019,S001,A006,P004,5,310.45,1552.25
O1337,6/6/2019,S002,A007,P005,9,53.00,477.00
O1338,6/6/2019,S003,A008,P006,7,120.00,840.00
O1339,6/6/2019,S004,A009,P007,9,234.51,2110.59
O1340,6/6/2019,S005,A010,P008,12,234.20,2810.40
O1341,6/6/2019,S006,A001,P009,1,634.00,634.00
O1342,6/8/2019,S007,A002,P010,7,521.00,3647.00
O1343,6/8/2019,S008,A003,P011,6,533.00,3198.00
O1344,6/9/2019,S009,A004,P012,9,51.00,459.00
O1345,6/9/2019,S010,A005,P001,9,100.00,900.00
O1346,6/10/2019,S011,A006,P002,8,200.00,1600.00
O1347,6/11/2019,S012,A007,P003,8,250.00,2000.00
O1348,6/11/2019,S013,A008,P004,6,310.45,1862.70
O1349,6/11/2019,S014,A009,P005,1,53.00,53.00
O1350,6/11/2019,S015,A010,P006,10,120.00,1200.00
O1351,6/11/2019,S001,A001,P007,10,234.51,2345.10
O1352,6/11/2019,S002,A002,P008,2,234.20,468.40
O1353,6/12/2019,S003,A003,P009,4,634.00,2536.00
O1354,6/12/2019,S004,A004,P010,4,521.00,2084.00
O1355,6/12/2019,S005,A005,P011,4,533.00,2132.00
O1356,6/12/2019,S006,A006,P012,10,51.00,510.00
O1357,6/12/2019,S007,A007,P001,6,100.00,600.00
O1358,6/13/2019,S008,A008,P002,1,200.00,200.00
O1359,6/13/2019,S009,A009,P003,1,250.00,250.00
O1360,6/14/2019,S010,A010,P004,2,310.45,620.90
O1361,6/14/2019,S011,A001,P005,1,53.00,53.00
O1362,6/14/2019,S012,A002,P006,6,120.00,720.00
O1363,6/15/2019,S013,A003,P007,11,234.51,2579.61
O1364,6/15/2019,S014,A004,P008,3,234.20,702.60
O1365,6/15/2019,S015,A005,P009,3,634.00,1902.00
O1366,6/15/2019,S001,A006,P010,5,521.00,2605.00
O1367,6/15/2019,S002,A007,P011,5,533.00,2665.00
O1368,6/16/2019,S003,A008,P012,8,51.00,408.00
O1369,6/16/2019,S004,A009,P001,10,100.00,1000.00
O1370,6/16/2019,S005,A010,P002,7,200.00,1400.00
O1371,6/16/2019,S006,A001,P003,11,250.00,2750.00
O1372,6/17/2019,S007,A002,P004,11,310.45,3414.95
O1373,6/18/2019,S008,A003,P005,4,53.00,212.00
O1374,6/18/2019,S009,A004,P006,7,120.00,840.00
O1375,6/18/2019,S010,A005,P007,2,234.51,469.02
O1376,6/18/2019,S011,A006,P008,5,234.20,1171.00
O1377,6/19/2019,S012,A007,P009,8,634.00,5072.00
O1378,6/19/2019,S013,A008,P010,1,521.00,521.00
O1379,6/19/2019,S014,A009,P011,4,533.00,2132.00
O1380,6/19/2019,S015,A010,P012,8,51.00,408.00
O1381,6/20/2019,S001,A001,P001,4,100.00,400.00
O1382,6/20/2019,S002,A002,P002,6,200.00,1200.00
O1383,6/21/2019,S003,A003,P003,3,250.00,750.00
O1384,6/22/2019,S004,A004,P004,6,310.45,1862.70
O1385,6/22/2019,S005,A005,P005,4,53.00,212.00
O1386,6/22/2019,S006,A006,P006,5,120.00,600.00
O1387,6/22/2019,S007,A007,P007,9,234.51,2110.59
O1388,6/23/2019,S008,A008,P008,9,234.20,2107.80
O1389,6/23/2019,S009,A009,P009,4,634.00,2536.00
O1390,6/23/2019,S010,A010,P010,11,521.00,5731.00
O1391,6/24/2019,S011,A001,P011,4,533.00,2132.00
O1392,6/24/2019,S012,A002,P012,6,51.00,306.00
O1393,6/24/2019,S013,A003,P001,10,100.00,1000.00
O1394,6/25/2019,S014,A004,P002,3,200.00,600.00
O1395,6/25/2019,S015,A005,P003,4,250.00,1000.00
O1396,6/25/2019,S001,A006,P004,7,310.45,2173.15
O1397,6/26/2019,S002,A007,P005,4,53.00,212.00
O1398,6/26/2019,S003,A008,P006,8,120.00,960.00
O1399,6/26/2019,S004,A009,P007,11,234.51,2579.61
